instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_celcius,hum_percent,windspeed_kmh,temp_group,hum_group,windspeed_group
3004,2011-05-10,2,0,5,1,0,2,1,1,0.46,0.4545,0.59,0.0896,3,12,15,18.9,59.0,6.0,Sedang,Sedang,Rendah
3005,2011-05-10,2,0,5,2,0,2,1,1,0.44,0.4394,0.58,0.1343,1,4,5,18.0,58.0,9.0,Sedang,Sedang,Sedang
3006,2011-05-10,2,0,5,3,0,2,1,1,0.44,0.4394,0.54,0.194,1,3,4,18.0,54.0,13.0,Sedang,Sedang,Sedang
3007,2011-05-10,2,0,5,4,0,2,1,1,0.42,0.4242,0.62,0.2537,0,2,2,17.2,62.0,17.0,Sedang,Sedang,Tinggi
3008,2011-05-10,2,0,5,5,0,2,1,1,0.4,0.4091,0.66,0.2239,1,28,29,16.4,66.0,15.0,Sedang,Tinggi,Tinggi
3009,2011-05-10,2,0,5,6,0,2,1,1,0.42,0.4242,0.67,0.1343,9,103,112,17.2,67.0,9.0,Sedang,Tinggi,Sedang
3010,2011-05-10,2,0,5,7,0,2,1,2,0.44,0.4394,0.62,0.1343,13,301,314,18.0,62.0,9.0,Sedang,Sedang,Sedang
3011,2011-05-10,2,0,5,8,0,2,1,2,0.5,0.4848,0.51,0.1045,28,397,425,20.5,51.0,7.0,Sedang,Sedang,Rendah
3012,2011-05-10,2,0,5,9,0,2,1,2,0.52,0.5,0.48,0.1045,29,176,205,21.3,48.0,7.0,Tinggi,Rendah,Rendah
3013,2011-05-10,2,0,5,10,0,2,1,2,0.56,0.5303,0.37,0.0896,27,100,127,23.0,37.0,6.0,Tinggi,Rendah,Rendah
3014,2011-05-10,2,0,5,11,0,2,1,2,0.56,0.5303,0.43,0.1343,17,108,125,23.0,43.0,9.0,Tinggi,Rendah,Sedang
3015,2011-05-10,2,0,5,12,0,2,1,2,0.6,0.6212,0.38,0.0,47,170,217,24.6,38.0,0.0,Tinggi,Rendah,Rendah
3016,2011-05-10,2,0,5,13,0,2,1,2,0.62,0.6212,0.38,0.2537,50,152,202,25.4,38.0,17.0,Tinggi,Rendah,Tinggi
3017,2011-05-10,2,0,5,14,0,2,1,2,0.62,0.6212,0.33,0.0,42,134,176,25.4,33.0,0.0,Tinggi,Rendah,Rendah
3018,2011-05-10,2,0,5,15,0,2,1,2,0.64,0.6212,0.33,0.0896,28,152,180,26.2,33.0,6.0,Tinggi,Rendah,Rendah
3019,2011-05-10,2,0,5,16,0,2,1,1,0.66,0.6212,0.31,0.1045,56,271,327,27.1,31.0,7.0,Tinggi,Rendah,Rendah
3020,2011-05-10,2,0,5,17,0,2,1,1,0.64,0.6212,0.33,0.0,79,532,611,26.2,33.0,0.0,Tinggi,Rendah,Rendah
3021,2011-05-10,2,0,5,18,0,2,1,1,0.64,0.6212,0.29,0.1343,70,480,550,26.2,29.0,9.0,Tinggi,Rendah,Sedang
3022,2011-05-10,2,0,5,19,0,2,1,1,0.6,0.6212,0.43,0.2239,69,365,434,24.6,43.0,15.0,Tinggi,Rendah,Tinggi
3023,2011-05-10,2,0,5,20,0,2,1,1,0.54,0.5152,0.6,0.1343,50,241,291,22.1,60.0,9.0,Tinggi,Sedang,Sedang
3024,2011-05-10,2,0,5,21,0,2,1,1,0.54,0.5152,0.52,0.0,30,173,203,22.1,52.0,0.0,Tinggi,Sedang,Rendah
3025,2011-05-10,2,0,5,22,0,2,1,1,0.52,0.5,0.55,0.1045,29,121,150,21.3,55.0,7.0,Tinggi,Sedang,Rendah
3026,2011-05-10,2,0,5,23,0,2,1,2,0.52,0.5,0.59,0.1343,9,72,81,21.3,59.0,9.0,Tinggi,Sedang,Sedang
3027,2011-05-11,2,0,5,0,0,3,1,2,0.52,0.5,0.55,0.1343,8,30,38,21.3,55.0,9.0,Tinggi,Sedang,Sedang
3028,2011-05-11,2,0,5,1,0,3,1,2,0.5,0.4848,0.59,0.1045,4,16,20,20.5,59.0,7.0,Sedang,Sedang,Rendah
3029,2011-05-11,2,0,5,2,0,3,1,1,0.52,0.5,0.59,0.0,6,4,10,21.3,59.0,0.0,Tinggi,Sedang,Rendah
3030,2011-05-11,2,0,5,3,0,3,1,1,0.5,0.4848,0.63,0.2239,0,3,3,20.5,63.0,15.0,Sedang,Sedang,Tinggi
3031,2011-05-11,2,0,5,4,0,3,1,2,0.48,0.4697,0.88,0.1343,0,2,2,19.7,88.0,9.0,Sedang,Sangat Tinggi,Sedang
3032,2011-05-11,2,0,5,5,0,3,1,1,0.46,0.4545,0.88,0.1343,0,20,20,18.9,88.0,9.0,Sedang,Sangat Tinggi,Sedang
3033,2011-05-11,2,0,5,6,0,3,1,1,0.46,0.4545,0.82,0.1343,6,93,99,18.9,82.0,9.0,Sedang,Sangat Tinggi,Sedang
3034,2011-05-11,2,0,5,7,0,3,1,1,0.48,0.4697,0.72,0.194,25,293,318,19.7,72.0,13.0,Sedang,Tinggi,Sedang
3035,2011-05-11,2,0,5,8,0,3,1,1,0.48,0.4697,0.77,0.2537,21,421,442,19.7,77.0,17.0,Sedang,Tinggi,Tinggi
3036,2011-05-11,2,0,5,9,0,3,1,1,0.52,0.5,0.72,0.1343,21,182,203,21.3,72.0,9.0,Tinggi,Tinggi,Sedang
3037,2011-05-11,2,0,5,10,0,3,1,1,0.54,0.5152,0.68,0.0896,30,124,154,22.1,68.0,6.0,Tinggi,Tinggi,Rendah
3038,2011-05-11,2,0,5,11,0,3,1,1,0.56,0.5303,0.64,0.0896,18,123,141,23.0,64.0,6.0,Tinggi,Tinggi,Rendah
3039,2011-05-11,2,0,5,12,0,3,1,1,0.6,0.6212,0.56,0.0,41,185,226,24.6,56.0,0.0,Tinggi,Sedang,Rendah
3040,2011-05-11,2,0,5,13,0,3,1,1,0.62,0.6212,0.5,0.0,36,157,193,25.4,50.0,0.0,Tinggi,Sedang,Rendah
3041,2011-05-11,2,0,5,14,0,3,1,1,0.62,0.6212,0.53,0.0896,36,141,177,25.4,53.0,6.0,Tinggi,Sedang,Rendah
3042,2011-05-11,2,0,5,15,0,3,1,1,0.64,0.6212,0.41,0.0,48,131,179,26.2,41.0,0.0,Tinggi,Rendah,Rendah
3043,2011-05-11,2,0,5,16,0,3,1,1,0.66,0.6212,0.39,0.0,49,240,289,27.1,39.0,0.0,Tinggi,Rendah,Rendah
3044,2011-05-11,2,0,5,17,0,3,1,1,0.64,0.6212,0.47,0.1045,17,242,259,26.2,47.0,7.0,Tinggi,Rendah,Rendah
3045,2011-05-11,2,0,5,18,0,3,1,1,0.62,0.6212,0.5,0.2985,40,234,274,25.4,50.0,20.0,Tinggi,Sedang,Sangat Tinggi
3046,2011-05-11,2,0,5,19,0,3,1,1,0.56,0.5303,0.52,0.1343,60,341,401,23.0,52.0,9.0,Tinggi,Sedang,Sedang
3047,2011-05-11,2,0,5,20,0,3,1,1,0.54,0.5152,0.64,0.1343,28,245,273,22.1,64.0,9.0,Tinggi,Tinggi,Sedang
3048,2011-05-11,2,0,5,21,0,3,1,1,0.54,0.5152,0.6,0.0,32,202,234,22.1,60.0,0.0,Tinggi,Sedang,Rendah
3049,2011-05-11,2,0,5,22,0,3,1,1,0.5,0.4848,0.72,0.2537,12,134,146,20.5,72.0,17.0,Sedang,Tinggi,Tinggi
3050,2011-05-11,2,0,5,23,0,3,1,1,0.46,0.4545,0.88,0.2537,12,69,81,18.9,88.0,17.0,Sedang,Sangat Tinggi,Tinggi
3051,2011-05-12,2,0,5,0,0,4,1,2,0.46,0.4545,0.88,0.2239,5,39,44,18.9,88.0,15.0,Sedang,Sangat Tinggi,Tinggi
3052,2011-05-12,2,0,5,1,0,4,1,1,0.46,0.4545,0.88,0.2239,1,16,17,18.9,88.0,15.0,Sedang,Sangat Tinggi,Tinggi
3053,2011-05-12,2,0,5,2,0,4,1,1,0.44,0.4394,0.94,0.194,1,14,15,18.0,94.0,13.0,Sedang,Sangat Tinggi,Sedang
3054,2011-05-12,2,0,5,3,0,4,1,1,0.44,0.4394,0.88,0.1343,0,5,5,18.0,88.0,9.0,Sedang,Sangat Tinggi,Sedang
3055,2011-05-12,2,0,5,4,0,4,1,1,0.42,0.4242,0.94,0.0,1,5,6,17.2,94.0,0.0,Sedang,Sangat Tinggi,Rendah
3056,2011-05-12,2,0,5,5,0,4,1,1,0.42,0.4242,0.94,0.1343,2,27,29,17.2,94.0,9.0,Sedang,Sangat Tinggi,Sedang
3057,2011-05-12,2,0,5,6,0,4,1,1,0.44,0.4394,0.88,0.0,9,103,112,18.0,88.0,0.0,Sedang,Sangat Tinggi,Rendah
3058,2011-05-12,2,0,5,7,0,4,1,1,0.46,0.4545,0.88,0.1343,14,283,297,18.9,88.0,9.0,Sedang,Sangat Tinggi,Sedang
3059,2011-05-12,2,0,5,8,0,4,1,1,0.48,0.4697,0.82,0.194,27,394,421,19.7,82.0,13.0,Sedang,Sangat Tinggi,Sedang
3060,2011-05-12,2,0,5,9,0,4,1,2,0.5,0.4848,0.77,0.2836,21,191,212,20.5,77.0,19.0,Sedang,Tinggi,Sangat Tinggi
3061,2011-05-12,2,0,5,10,0,4,1,2,0.54,0.5152,0.68,0.2239,28,119,147,22.1,68.0,15.0,Tinggi,Tinggi,Tinggi
3062,2011-05-12,2,0,5,11,0,4,1,1,0.58,0.5455,0.6,0.2239,43,136,179,23.8,60.0,15.0,Tinggi,Sedang,Tinggi
3063,2011-05-12,2,0,5,12,0,4,1,1,0.58,0.5455,0.6,0.2239,43,164,207,23.8,60.0,15.0,Tinggi,Sedang,Tinggi
3064,2011-05-12,2,0,5,13,0,4,1,2,0.62,0.6212,0.57,0.2985,48,170,218,25.4,57.0,20.0,Tinggi,Sedang,Sangat Tinggi
3065,2011-05-12,2,0,5,14,0,4,1,2,0.62,0.6061,0.61,0.2239,43,148,191,25.4,61.0,15.0,Tinggi,Sedang,Tinggi
3066,2011-05-12,2,0,5,15,0,4,1,2,0.64,0.6212,0.53,0.2537,54,163,217,26.2,53.0,17.0,Tinggi,Sedang,Tinggi
3067,2011-05-12,2,0,5,16,0,4,1,2,0.64,0.6212,0.57,0.2537,50,238,288,26.2,57.0,17.0,Tinggi,Sedang,Tinggi
3068,2011-05-12,2,0,5,17,0,4,1,2,0.64,0.6212,0.57,0.194,54,540,594,26.2,57.0,13.0,Tinggi,Sedang,Sedang
3069,2011-05-12,2,0,5,18,0,4,1,1,0.62,0.6061,0.69,0.2239,64,463,527,25.4,69.0,15.0,Tinggi,Tinggi,Tinggi
3070,2011-05-12,2,0,5,19,0,4,1,2,0.6,0.6061,0.64,0.194,59,305,364,24.6,64.0,13.0,Tinggi,Tinggi,Sedang
3071,2011-05-12,2,0,5,20,0,4,1,1,0.6,0.6061,0.64,0.194,56,220,276,24.6,64.0,13.0,Tinggi,Tinggi,Sedang
3072,2011-05-12,2,0,5,21,0,4,1,1,0.56,0.5303,0.83,0.1343,31,192,223,23.0,83.0,9.0,Tinggi,Sangat Tinggi,Sedang
3073,2011-05-12,2,0,5,22,0,4,1,1,0.54,0.5152,0.83,0.194,25,147,172,22.1,83.0,13.0,Tinggi,Sangat Tinggi,Sedang
3074,2011-05-12,2,0,5,23,0,4,1,2,0.54,0.5152,0.77,0.194,16,87,103,22.1,77.0,13.0,Tinggi,Tinggi,Sedang
3075,2011-05-13,2,0,5,0,0,5,1,2,0.52,0.5,0.83,0.1642,6,46,52,21.3,83.0,11.0,Tinggi,Sangat Tinggi,Sedang
3076,2011-05-13,2,0,5,1,0,5,1,1,0.52,0.5,0.83,0.1642,5,15,20,21.3,83.0,11.0,Tinggi,Sangat Tinggi,Sedang
3077,2011-05-13,2,0,5,2,0,5,1,2,0.5,0.4848,0.88,0.1343,3,8,11,20.5,88.0,9.0,Sedang,Sangat Tinggi,Sedang
3078,2011-05-13,2,0,5,3,0,5,1,2,0.5,0.4848,0.88,0.1343,2,2,4,20.5,88.0,9.0,Sedang,Sangat Tinggi,Sedang
3079,2011-05-13,2,0,5,4,0,5,1,3,0.5,0.4848,0.88,0.1642,2,3,5,20.5,88.0,11.0,Sedang,Sangat Tinggi,Sedang
3080,2011-05-13,2,0,5,5,0,5,1,2,0.5,0.4848,0.88,0.194,1,24,25,20.5,88.0,13.0,Sedang,Sangat Tinggi,Sedang
3081,2011-05-13,2,0,5,6,0,5,1,3,0.5,0.4848,0.88,0.1343,6,76,82,20.5,88.0,9.0,Sedang,Sangat Tinggi,Sedang
3082,2011-05-13,2,0,5,7,0,5,1,3,0.5,0.4848,0.88,0.1642,16,141,157,20.5,88.0,11.0,Sedang,Sangat Tinggi,Sedang
3083,2011-05-13,2,0,5,8,0,5,1,2,0.5,0.4848,0.88,0.194,26,361,387,20.5,88.0,13.0,Sedang,Sangat Tinggi,Sedang
3084,2011-05-13,2,0,5,9,0,5,1,2,0.5,0.4848,0.88,0.194,18,215,233,20.5,88.0,13.0,Sedang,Sangat Tinggi,Sedang
3085,2011-05-13,2,0,5,10,0,5,1,2,0.52,0.5,0.83,0.1343,31,99,130,21.3,83.0,9.0,Tinggi,Sangat Tinggi,Sedang
3086,2011-05-13,2,0,5,11,0,5,1,2,0.52,0.5,0.83,0.1642,56,90,146,21.3,83.0,11.0,Tinggi,Sangat Tinggi,Sedang
3087,2011-05-13,2,0,5,12,0,5,1,2,0.52,0.5,0.88,0.194,53,170,223,21.3,88.0,13.0,Tinggi,Sangat Tinggi,Sedang
3088,2011-05-13,2,0,5,13,0,5,1,2,0.52,0.5,0.88,0.3881,69,157,226,21.3,88.0,26.0,Tinggi,Sangat Tinggi,Sangat Tinggi
3089,2011-05-13,2,0,5,14,0,5,1,2,0.52,0.5,0.87,0.2836,70,120,190,21.3,87.0,19.0,Tinggi,Sangat Tinggi,Sangat Tinggi
3090,2011-05-13,2,0,5,15,0,5,1,2,0.52,0.5,0.88,0.1642,56,142,198,21.3,88.0,11.0,Tinggi,Sangat Tinggi,Sedang
3091,2011-05-13,2,0,5,16,0,5,1,2,0.52,0.5,0.88,0.1343,44,256,300,21.3,88.0,9.0,Tinggi,Sangat Tinggi,Sedang
3092,2011-05-13,2,0,5,17,0,5,1,3,0.52,0.5,0.88,0.1642,62,429,491,21.3,88.0,11.0,Tinggi,Sangat Tinggi,Sedang
3093,2011-05-13,2,0,5,18,0,5,1,3,0.52,0.5,0.88,0.1642,39,359,398,21.3,88.0,11.0,Tinggi,Sangat Tinggi,Sedang
3094,2011-05-13,2,0,5,19,0,5,1,2,0.52,0.5,0.83,0.194,25,245,270,21.3,83.0,13.0,Tinggi,Sangat Tinggi,Sedang
3095,2011-05-13,2,0,5,20,0,5,1,2,0.52,0.5,0.83,0.1343,22,130,152,21.3,83.0,9.0,Tinggi,Sangat Tinggi,Sedang
3096,2011-05-13,2,0,5,21,0,5,1,2,0.52,0.5,0.84,0.1642,24,130,154,21.3,84.0,11.0,Tinggi,Sangat Tinggi,Sedang
3097,2011-05-13,2,0,5,22,0,5,1,2,0.52,0.5,0.83,0.2239,25,107,132,21.3,83.0,15.0,Tinggi,Sangat Tinggi,Tinggi
3098,2011-05-13,2,0,5,23,0,5,1,3,0.5,0.4848,0.88,0.1642,31,88,119,20.5,88.0,11.0,Sedang,Sangat Tinggi,Sedang
3099,2011-05-14,2,0,5,0,0,6,0,2,0.5,0.4848,0.88,0.1343,24,78,102,20.5,88.0,9.0,Sedang,Sangat Tinggi,Sedang
3100,2011-05-14,2,0,5,1,0,6,0,2,0.5,0.4848,0.88,0.1343,18,64,82,20.5,88.0,9.0,Sedang,Sangat Tinggi,Sedang
3101,2011-05-14,2,0,5,2,0,6,0,2,0.5,0.4848,0.88,0.1343,15,37,52,20.5,88.0,9.0,Sedang,Sangat Tinggi,Sedang
3102,2011-05-14,2,0,5,3,0,6,0,2,0.5,0.4848,0.88,0.1343,5,30,35,20.5,88.0,9.0,Sedang,Sangat Tinggi,Sedang
3103,2011-05-14,2,0,5,4,0,6,0,2,0.5,0.4848,0.82,0.1642,1,4,5,20.5,82.0,11.0,Sedang,Sangat Tinggi,Sedang
3104,2011-05-14,2,0,5,5,0,6,0,2,0.5,0.4848,0.82,0.1045,7,7,14,20.5,82.0,7.0,Sedang,Sangat Tinggi,Rendah
3105,2011-05-14,2,0,5,6,0,6,0,2,0.5,0.4848,0.88,0.1045,2,9,11,20.5,88.0,7.0,Sedang,Sangat Tinggi,Rendah
3106,2011-05-14,2,0,5,7,0,6,0,3,0.48,0.4697,1.0,0.0,4,28,32,19.7,100.0,0.0,Sedang,Sangat Tinggi,Rendah
3107,2011-05-14,2,0,5,8,0,6,0,3,0.5,0.4848,0.94,0.0,16,72,88,20.5,94.0,0.0,Sedang,Sangat Tinggi,Rendah
3108,2011-05-14,2,0,5,9,0,6,0,2,0.52,0.5,0.94,0.0896,14,86,100,21.3,94.0,6.0,Tinggi,Sangat Tinggi,Rendah
3109,2011-05-14,2,0,5,10,0,6,0,2,0.52,0.5,0.94,0.1642,34,133,167,21.3,94.0,11.0,Tinggi,Sangat Tinggi,Sedang
3110,2011-05-14,2,0,5,11,0,6,0,2,0.52,0.5,0.94,0.1343,72,207,279,21.3,94.0,9.0,Tinggi,Sangat Tinggi,Sedang
3111,2011-05-14,2,0,5,12,0,6,0,3,0.52,0.5,1.0,0.0896,75,204,279,21.3,100.0,6.0,Tinggi,Sangat Tinggi,Rendah
3112,2011-05-14,2,0,5,13,0,6,0,3,0.52,0.5,1.0,0.0896,68,180,248,21.3,100.0,6.0,Tinggi,Sangat Tinggi,Rendah
3113,2011-05-14,2,0,5,14,0,6,0,2,0.54,0.5152,0.94,0.1343,57,159,216,22.1,94.0,9.0,Tinggi,Sangat Tinggi,Sedang
3114,2011-05-14,2,0,5,15,0,6,0,2,0.54,0.5152,0.94,0.1642,73,221,294,22.1,94.0,11.0,Tinggi,Sangat Tinggi,Sedang
3115,2011-05-14,2,0,5,16,0,6,0,2,0.54,0.5152,0.94,0.194,107,188,295,22.1,94.0,13.0,Tinggi,Sangat Tinggi,Sedang
3116,2011-05-14,2,0,5,17,0,6,0,2,0.56,0.5303,0.88,0.194,78,194,272,23.0,88.0,13.0,Tinggi,Sangat Tinggi,Sedang
3117,2011-05-14,2,0,5,18,0,6,0,2,0.56,0.5303,0.88,0.2239,88,216,304,23.0,88.0,15.0,Tinggi,Sangat Tinggi,Tinggi
3118,2011-05-14,2,0,5,19,0,6,0,3,0.54,0.5152,0.94,0.1343,69,179,248,22.1,94.0,9.0,Tinggi,Sangat Tinggi,Sedang
3119,2011-05-14,2,0,5,20,0,6,0,3,0.54,0.5152,0.94,0.1343,42,115,157,22.1,94.0,9.0,Tinggi,Sangat Tinggi,Sedang
3120,2011-05-14,2,0,5,21,0,6,0,3,0.54,0.5152,0.94,0.2239,15,44,59,22.1,94.0,15.0,Tinggi,Sangat Tinggi,Tinggi
3121,2011-05-14,2,0,5,22,0,6,0,3,0.54,0.5152,0.94,0.1642,7,19,26,22.1,94.0,11.0,Tinggi,Sangat Tinggi,Sedang
3122,2011-05-14,2,0,5,23,0,6,0,3,0.52,0.5,1.0,0.194,11,33,44,21.3,100.0,13.0,Tinggi,Sangat Tinggi,Sedang
3123,2011-05-15,2,0,5,0,0,0,0,2,0.52,0.5,1.0,0.0,5,34,39,21.3,100.0,0.0,Tinggi,Sangat Tinggi,Rendah
3124,2011-05-15,2,0,5,1,0,0,0,2,0.52,0.5,1.0,0.1045,4,43,47,21.3,100.0,7.0,Tinggi,Sangat Tinggi,Rendah
3125,2011-05-15,2,0,5,2,0,0,0,2,0.52,0.5,1.0,0.1343,13,37,50,21.3,100.0,9.0,Tinggi,Sangat Tinggi,Sedang
3126,2011-05-15,2,0,5,3,0,0,0,2,0.52,0.5,1.0,0.0,11,21,32,21.3,100.0,0.0,Tinggi,Sangat Tinggi,Rendah
3127,2011-05-15,2,0,5,4,0,0,0,2,0.52,0.5,1.0,0.0,5,8,13,21.3,100.0,0.0,Tinggi,Sangat Tinggi,Rendah
3128,2011-05-15,2,0,5,5,0,0,0,3,0.52,0.5,1.0,0.1045,3,11,14,21.3,100.0,7.0,Tinggi,Sangat Tinggi,Rendah
3129,2011-05-15,2,0,5,6,0,0,0,2,0.52,0.5,1.0,0.1343,3,14,17,21.3,100.0,9.0,Tinggi,Sangat Tinggi,Sedang
3130,2011-05-15,2,0,5,7,0,0,0,2,0.52,0.5,1.0,0.1343,4,38,42,21.3,100.0,9.0,Tinggi,Sangat Tinggi,Sedang
3131,2011-05-15,2,0,5,8,0,0,0,2,0.54,0.5152,0.94,0.1343,24,46,70,22.1,94.0,9.0,Tinggi,Sangat Tinggi,Sedang
3132,2011-05-15,2,0,5,9,0,0,0,1,0.58,0.5455,0.83,0.2537,36,98,134,23.8,83.0,17.0,Tinggi,Sangat Tinggi,Tinggi
3133,2011-05-15,2,0,5,10,0,0,0,1,0.58,0.5455,0.83,0.2239,73,153,226,23.8,83.0,15.0,Tinggi,Sangat Tinggi,Tinggi
3134,2011-05-15,2,0,5,11,0,0,0,1,0.6,0.5758,0.78,0.2239,120,202,322,24.6,78.0,15.0,Tinggi,Tinggi,Tinggi
3135,2011-05-15,2,0,5,12,0,0,0,1,0.62,0.5909,0.73,0.2985,120,247,367,25.4,73.0,20.0,Tinggi,Tinggi,Sangat Tinggi
3136,2011-05-15,2,0,5,13,0,0,0,1,0.62,0.5909,0.73,0.2836,195,261,456,25.4,73.0,19.0,Tinggi,Tinggi,Sangat Tinggi
3137,2011-05-15,2,0,5,14,0,0,0,1,0.64,0.6061,0.73,0.194,183,254,437,26.2,73.0,13.0,Tinggi,Tinggi,Sedang
3138,2011-05-15,2,0,5,15,0,0,0,1,0.66,0.6212,0.69,0.2537,206,253,459,27.1,69.0,17.0,Tinggi,Tinggi,Tinggi
3139,2011-05-15,2,0,5,16,0,0,0,1,0.64,0.6061,0.69,0.2537,158,282,440,26.2,69.0,17.0,Tinggi,Tinggi,Tinggi
3140,2011-05-15,2,0,5,17,0,0,0,3,0.56,0.5303,0.78,0.3582,137,255,392,23.0,78.0,24.0,Tinggi,Tinggi,Sangat Tinggi
3141,2011-05-15,2,0,5,18,0,0,0,1,0.56,0.5303,0.78,0.2537,60,177,237,23.0,78.0,17.0,Tinggi,Tinggi,Tinggi
3142,2011-05-15,2,0,5,19,0,0,0,1,0.56,0.5303,0.83,0.1045,78,153,231,23.0,83.0,7.0,Tinggi,Sangat Tinggi,Rendah
3143,2011-05-15,2,0,5,20,0,0,0,1,0.54,0.5152,0.88,0.0,53,138,191,22.1,88.0,0.0,Tinggi,Sangat Tinggi,Rendah
3144,2011-05-15,2,0,5,21,0,0,0,1,0.54,0.5152,0.88,0.0,44,107,151,22.1,88.0,0.0,Tinggi,Sangat Tinggi,Rendah
3145,2011-05-15,2,0,5,22,0,0,0,1,0.56,0.5303,0.83,0.0,29,88,117,23.0,83.0,0.0,Tinggi,Sangat Tinggi,Rendah
3146,2011-05-15,2,0,5,23,0,0,0,1,0.54,0.5152,0.88,0.2239,18,51,69,22.1,88.0,15.0,Tinggi,Sangat Tinggi,Tinggi
3147,2011-05-16,2,0,5,0,0,1,1,1,0.52,0.5,0.94,0.1045,17,21,38,21.3,94.0,7.0,Tinggi,Sangat Tinggi,Rendah
3148,2011-05-16,2,0,5,1,0,1,1,1,0.52,0.5,0.94,0.1343,6,8,14,21.3,94.0,9.0,Tinggi,Sangat Tinggi,Sedang
3149,2011-05-16,2,0,5,2,0,1,1,1,0.5,0.4848,1.0,0.0896,4,9,13,20.5,100.0,6.0,Sedang,Sangat Tinggi,Rendah
3150,2011-05-16,2,0,5,3,0,1,1,1,0.5,0.4848,0.94,0.1642,1,3,4,20.5,94.0,11.0,Sedang,Sangat Tinggi,Sedang
3151,2011-05-16,2,0,5,4,0,1,1,1,0.5,0.4848,1.0,0.1343,1,5,6,20.5,100.0,9.0,Sedang,Sangat Tinggi,Sedang
3152,2011-05-16,2,0,5,5,0,1,1,1,0.5,0.4848,0.93,0.194,1,20,21,20.5,93.0,13.0,Sedang,Sangat Tinggi,Sedang
3153,2011-05-16,2,0,5,6,0,1,1,1,0.52,0.5,0.88,0.1642,11,93,104,21.3,88.0,11.0,Tinggi,Sangat Tinggi,Sedang
3154,2011-05-16,2,0,5,7,0,1,1,1,0.52,0.5,0.83,0.2836,27,245,272,21.3,83.0,19.0,Tinggi,Sangat Tinggi,Sangat Tinggi
3155,2011-05-16,2,0,5,8,0,1,1,1,0.56,0.5303,0.73,0.2985,28,366,394,23.0,73.0,20.0,Tinggi,Tinggi,Sangat Tinggi
3156,2011-05-16,2,0,5,9,0,1,1,1,0.6,0.5909,0.69,0.194,38,156,194,24.6,69.0,13.0,Tinggi,Tinggi,Sedang
3157,2011-05-16,2,0,5,10,0,1,1,1,0.62,0.6061,0.65,0.0896,37,75,112,25.4,65.0,6.0,Tinggi,Tinggi,Rendah
3158,2011-05-16,2,0,5,11,0,1,1,1,0.64,0.6212,0.57,0.0,56,129,185,26.2,57.0,0.0,Tinggi,Sedang,Rendah
3159,2011-05-16,2,0,5,12,0,1,1,1,0.66,0.6212,0.54,0.0896,72,137,209,27.1,54.0,6.0,Tinggi,Sedang,Rendah
3160,2011-05-16,2,0,5,13,0,1,1,1,0.68,0.6364,0.51,0.0,61,153,214,27.9,51.0,0.0,Sangat Tinggi,Sedang,Rendah
3161,2011-05-16,2,0,5,14,0,1,1,1,0.68,0.6364,0.51,0.0,76,117,193,27.9,51.0,0.0,Sangat Tinggi,Sedang,Rendah
3162,2011-05-16,2,0,5,15,0,1,1,1,0.72,0.6667,0.51,0.0,55,110,165,29.5,51.0,0.0,Sangat Tinggi,Sedang,Rendah
3163,2011-05-16,2,0,5,16,0,1,1,3,0.6,0.5758,0.78,0.2537,45,181,226,24.6,78.0,17.0,Tinggi,Tinggi,Tinggi
3164,2011-05-16,2,0,5,17,0,1,1,1,0.58,0.5455,0.88,0.2239,47,227,274,23.8,88.0,15.0,Tinggi,Sangat Tinggi,Tinggi
3165,2011-05-16,2,0,5,18,0,1,1,3,0.58,0.5455,0.83,0.194,55,398,453,23.8,83.0,13.0,Tinggi,Sangat Tinggi,Sedang
3166,2011-05-16,2,0,5,19,0,1,1,1,0.58,0.5455,0.83,0.2537,36,272,308,23.8,83.0,17.0,Tinggi,Sangat Tinggi,Tinggi
3167,2011-05-16,2,0,5,20,0,1,1,1,0.58,0.5455,0.83,0.0,31,167,198,23.8,83.0,0.0,Tinggi,Sangat Tinggi,Rendah
3168,2011-05-16,2,0,5,21,0,1,1,1,0.58,0.5455,0.83,0.0,28,149,177,23.8,83.0,0.0,Tinggi,Sangat Tinggi,Rendah
3169,2011-05-16,2,0,5,22,0,1,1,1,0.56,0.5303,0.88,0.0896,22,105,127,23.0,88.0,6.0,Tinggi,Sangat Tinggi,Rendah
3170,2011-05-16,2,0,5,23,0,1,1,1,0.56,0.5303,0.88,0.0896,18,39,57,23.0,88.0,6.0,Tinggi,Sangat Tinggi,Rendah
3171,2011-05-17,2,0,5,0,0,2,1,2,0.56,0.5303,0.88,0.0,13,18,31,23.0,88.0,0.0,Tinggi,Sangat Tinggi,Rendah
3172,2011-05-17,2,0,5,1,0,2,1,3,0.56,0.5303,0.88,0.0,7,6,13,23.0,88.0,0.0,Tinggi,Sangat Tinggi,Rendah
3173,2011-05-17,2,0,5,2,0,2,1,3,0.56,0.5303,0.88,0.0,4,4,8,23.0,88.0,0.0,Tinggi,Sangat Tinggi,Rendah
3174,2011-05-17,2,0,5,3,0,2,1,3,0.54,0.5152,0.94,0.2537,1,3,4,22.1,94.0,17.0,Tinggi,Sangat Tinggi,Tinggi
3175,2011-05-17,2,0,5,4,0,2,1,3,0.54,0.5152,0.94,0.2537,2,2,4,22.1,94.0,17.0,Tinggi,Sangat Tinggi,Tinggi
